num__CropDays,num__SoilMoisture,num__temperature,num__Humidity,cat__CropType_Coffee,cat__CropType_Garden Flowers,cat__CropType_Groundnuts,cat__CropType_Maize,cat__CropType_Paddy,cat__CropType_Potato,cat__CropType_Pulse,cat__CropType_Sugarcane,cat__CropType_Wheat
1.325095806777167,1.1948826993858865,0.07548552833981637,0.5842415037971979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2.2620795582232165,-0.6452765015713056,0.07548552833981637,-0.12778296220156354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.17729071125575618,1.446528402080887,0.1468907578504535,-1.0178135447000154,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.5254471023287811,0.19878512621817568,0.6467273644249133,-0.8843089573252476,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.45517332097032737,-0.01091962602765818,1.1465639709993731,-1.1958196611997056,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.6659946650456885,0.7964436701188022,0.6467273644249133,-1.1958196611997056,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.38811205533111737,1.3364334071518245,-0.42435107823464346,1.1182598532962689,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.5989333994064785,1.2053679369981782,-0.06732493068145787,-0.9288104864501702,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.24435197689496618,0.7754731948942188,-0.42435107823464346,1.1627613824211915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.0407881656241085,-0.0685884328952625,-0.2815406192133692,-0.08328143307664095,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2007153050419074,0.8278993829556772,0.7895378234461876,-0.839807428200325,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.15065360175036122,-0.9545910111339105,-0.709971996277192,1.8302843192950304,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0908498689156545,-1.0594433872568274,-0.42435107823464346,1.340767498920882,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.806542227762596,0.48712916055619726,1.075158741488736,-1.1958196611997056,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.1813357283410157,-0.42508651171318007,-0.6385667667665548,1.2072629115461142,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.26777657068111743,-0.01091962602765818,-0.42435107823464346,-1.1958196611997056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.0642127594102597,0.7754731948942188,0.5039169054036391,-0.617299782575712,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.08037982039190748,-1.3949709908501617,-0.6385667667665548,1.2962659697959593,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.087637353196411,-1.1171121941244317,-0.49575630774528057,1.1182598532962689,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.08037982039190748,-0.9545910111339105,0.004080298829179249,0.2727307999227398,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.3380503520395711,0.25121131427963417,0.7181325939355504,-1.1958196611997056,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3.3864600599584764,-1.2324498078596404,-0.35294584872400636,-0.617299782575712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.4155816662025282,-0.5351815066422428,0.36110644638236483,-0.9733120155750927,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.900240602907201,0.25121131427963417,-0.06732493068145787,-0.17228449132648613,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.2516095096994695,-0.2730505663349505,-0.2815406192133692,-0.4837951952009443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.5755088056203272,2.0284590895630763,0.28970121687172773,-1.0623150738249378,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
